L,N,dx,b,sample,delta,pin_height,area,radius,wrap
24.0,96,0.25,0.8,280,0.25,1.05,5.5625,3.0516389039334255,0.0
24.0,96,0.25,0.8,281,0.25,1.05,7.6875,3.75,0.0
24.0,96,0.25,0.8,282,0.25,1.05,55.0625,9.659839543180828,0.0
24.0,96,0.25,0.8,283,0.25,1.05,2.25,1.5811388300841898,0.0
24.0,96,0.25,0.8,284,0.25,1.05,6.8125,3.0516389039334255,0.0
24.0,96,0.25,0.8,285,0.25,1.05,10.3125,4.16082924427331,0.0
24.0,96,0.25,0.8,286,0.25,1.05,2.8125,1.4577379737113252,0.0
24.0,96,0.25,0.8,287,0.25,1.05,3.3125,2.6575364531836625,0.0
24.0,96,0.25,0.8,288,0.25,1.05,21.75,9.280355596635292,0.0
24.0,96,0.25,0.8,289,0.25,1.05,12.25,3.48209706929603,0.0
24.0,96,0.25,0.8,290,0.25,1.05,16.3125,4.031128874149275,0.0
24.0,96,0.25,0.8,291,0.25,1.05,3.0625,2.1360009363293826,0.0
24.0,96,0.25,0.8,292,0.25,1.05,5.9375,2.5495097567963922,0.0
24.0,96,0.25,0.8,293,0.25,1.05,44.8125,14.724554322627222,0.0
24.0,96,0.25,0.8,294,0.25,1.05,6.5625,2.3717082451262845,0.0
24.0,96,0.25,0.8,295,0.25,1.05,1.3125,0.9013878188659973,0.0
24.0,96,0.25,0.8,296,0.25,1.05,11.375,4.366062299143245,0.0
24.0,96,0.25,0.8,297,0.25,1.05,6.25,2.1505813167606567,0.0
24.0,96,0.25,0.8,298,0.25,1.05,9.375,4.430011286667337,0.0
24.0,96,0.25,0.8,299,0.25,1.05,10.4375,4.5069390943299865,0.0
24.0,96,0.25,0.4,0,0.25,0.65,24.5625,10.636023693091325,0.0
24.0,96,0.25,0.4,1,0.25,0.65,139.1875,14.020074892809953,0.0
24.0,96,0.25,0.4,2,0.25,0.65,15.0,5.153882032022076,0.0
24.0,96,0.25,0.4,3,0.25,0.65,1.9375,1.6007810593582121,0.0
24.0,96,0.25,0.4,4,0.25,0.65,115.25,13.200378782444085,0.0
24.0,96,0.25,0.4,5,0.25,0.65,3.0,1.9039432764659772,0.0
24.0,96,0.25,0.4,6,0.25,0.65,10.9375,4.589389937671455,0.0
24.0,96,0.25,0.4,7,0.25,0.65,11.3125,3.400367627183861,0.0
24.0,96,0.25,0.4,8,0.25,0.65,85.0,12.20911544707478,0.0
24.0,96,0.25,0.4,9,0.25,0.65,4.0625,2.3048861143232218,0.0
24.0,96,0.25,0.4,10,0.25,0.65,115.625,15.78171410208663,0.0
24.0,96,0.25,0.4,11,0.25,0.65,40.3125,9.56882960450232,0.0
24.0,96,0.25,0.4,12,0.25,0.65,1.8125,1.25,0.0
24.0,96,0.25,0.4,13,0.25,0.65,22.0,8.902246907382429,0.0
24.0,96,0.25,0.4,14,0.25,0.65,136.375,15.620499351813308,0.0
24.0,96,0.25,0.4,15,0.25,0.65,64.4375,12.905909499140307,0.0
24.0,96,0.25,0.4,16,0.25,0.65,19.0625,7.762087348130012,0.0
24.0,96,0.25,0.4,17,0.25,0.65,8.25,3.0516389039334255,0.0
24.0,96,0.25,0.4,18,0.25,0.65,235.5625,16.62077013859466,1.0
24.0,96,0.25,0.4,19,0.25,0.65,149.0625,16.794716431068434,1.0
24.0,96,0.25,0.4,20,0.25,0.65,39.8125,10.124228365658293,0.0
24.0,96,0.25,0.4,21,0.25,0.65,14.5,4.373213921133975,0.0
24.0,96,0.25,0.4,22,0.25,0.65,3.8125,1.9039432764659772,0.0
24.0,96,0.25,0.4,23,0.25,0.65,10.8125,3.881043674065006,0.0
24.0,96,0.25,0.4,24,0.25,0.65,62.125,11.845357740482134,0.0
24.0,96,0.25,0.4,25,0.25,0.65,179.125,16.62077013859466,0.0
24.0,96,0.25,0.4,26,0.25,0.65,38.4375,8.344159634139318,0.0
24.0,96,0.25,0.4,27,0.25,0.65,1.9375,1.5206906325745548,0.0
24.0,96,0.25,0.4,28,0.25,0.65,110.75,13.306483382171264,0.0
24.0,96,0.25,0.4,29,0.25,0.65,2.75,1.5811388300841898,0.0
24.0,96,0.25,0.4,30,0.25,0.65,1.125,0.9013878188659973,0.0
24.0,96,0.25,0.4,31,0.25,0.65,26.4375,9.7082439194738,0.0
24.0,96,0.25,0.4,32,0.25,0.65,103.3125,14.300349646075091,0.0
24.0,96,0.25,0.4,33,0.25,0.65,44.0625,8.782084035125148,0.0
24.0,96,0.25,0.4,34,0.25,0.65,30.5625,7.6198753270640855,0.0
24.0,96,0.25,0.4,35,0.25,0.65,10.0,4.743416490252569,0.0
24.0,96,0.25,0.4,36,0.25,0.65,154.9375,16.97056274847714,0.0
24.0,96,0.25,0.4,37,0.25,0.65,38.125,15.051993223490369,0.0
24.0,96,0.25,0.4,38,0.25,0.65,109.25,16.278820596099706,0.0
24.0,96,0.25,0.4,39,0.25,0.65,20.625,4.716990566028302,0.0
24.0,96,0.25,0.4,40,0.25,0.65,62.0625,10.470195795685962,0.0
24.0,96,0.25,0.4,41,0.25,0.65,20.8125,5.031152949374527,0.0
24.0,96,0.25,0.4,42,0.25,0.65,51.4375,12.260199835239229,0.0
24.0,96,0.25,0.4,43,0.25,0.65,73.6875,13.038404810405298,0.0
24.0,96,0.25,0.4,44,0.25,0.65,45.1875,10.151970252123476,0.0
24.0,96,0.25,0.4,45,0.25,0.65,94.0,13.729530217745982,0.0
24.0,96,0.25,0.4,46,0.25,0.65,7.5,4.2793106921559225,0.0
24.0,96,0.25,0.4,47,0.25,0.65,121.125,16.110943485718025,0.0
24.0,96,0.25,0.4,48,0.25,0.65,2.6875,2.1360009363293826,0.0
24.0,96,0.25,0.4,49,0.25,0.65,23.8125,9.17877987534291,0.0
24.0,96,0.25,0.4,50,0.25,0.65,1.75,1.346291201783626,0.0
24.0,96,0.25,0.4,51,0.25,0.65,216.5,15.620499351813308,0.0
24.0,96,0.25,0.4,52,0.25,0.65,95.625,12.064928512013655,0.0
24.0,96,0.25,0.4,53,0.25,0.65,127.4375,12.905909499140307,0.0
24.0,96,0.25,0.4,54,0.25,0.65,1.5,1.118033988749895,0.0
24.0,96,0.25,0.4,55,0.25,0.65,35.5,10.02808556006579,0.0
24.0,96,0.25,0.4,56,0.25,0.65,14.875,4.697073557013984,0.0
24.0,96,0.25,0.4,57,0.25,0.65,19.1875,7.2886898685566255,0.0
24.0,96,0.25,0.4,58,0.25,0.65,30.5,9.424038412485382,0.0
24.0,96,0.25,0.4,59,0.25,0.65,49.75,14.285044627161653,0.0
24.0,96,0.25,0.4,60,0.25,0.65,8.0625,3.3541019662496847,0.0
24.0,96,0.25,0.4,61,0.25,0.65,46.0625,10.35917467755033,0.0
24.0,96,0.25,0.4,62,0.25,0.65,141.0625,14.075688260259247,0.0
24.0,96,0.25,0.4,63,0.25,0.65,17.75,5.297405025104273,0.0
24.0,96,0.25,0.4,64,0.25,0.65,133.875,13.892443989449804,0.0
24.0,96,0.25,0.4,65,0.25,0.65,75.5625,11.792476415070755,0.0
24.0,96,0.25,0.4,66,0.25,0.65,25.4375,6.010407640085654,0.0
24.0,96,0.25,0.4,67,0.25,0.65,4.3125,2.3717082451262845,0.0
24.0,96,0.25,0.4,68,0.25,0.65,19.375,6.269968101992227,0.0
24.0,96,0.25,0.4,69,0.25,0.65,39.9375,12.093386622447824,0.0
24.0,96,0.25,0.4,70,0.25,0.65,5.6875,2.9261749776799064,0.0
24.0,96,0.25,0.4,71,0.25,0.65,22.625,5.062114182829147,0.0
24.0,96,0.25,0.4,72,0.25,0.65,40.3125,8.75,0.0
24.0,96,0.25,0.4,73,0.25,0.65,20.375,7.301540933255117,0.0
24.0,96,0.25,0.4,74,0.25,0.65,94.375,15.15132007450176,0.0
24.0,96,0.25,0.4,75,0.25,0.65,57.3125,9.089829481348922,0.0
24.0,96,0.25,0.4,76,0.25,0.65,81.5,16.794716431068434,0.0
24.0,96,0.25,0.4,77,0.25,0.65,77.25,12.905909499140307,0.0
24.0,96,0.25,0.4,78,0.25,0.65,100.3125,13.530059127734809,0.0
24.0,96,0.25,0.4,79,0.25,0.65,24.1875,8.06225774829855,0.0
24.0,96,0.25,0.4,80,0.25,0.65,118.3125,16.62077013859466,0.0
24.0,96,0.25,0.4,81,0.25,0.65,1.875,1.8027756377319946,0.0
24.0,96,0.25,0.4,82,0.25,0.65,177.4375,16.97056274847714,0.0
24.0,96,0.25,0.4,83,0.25,0.65,33.75,10.752906583803284,0.0
24.0,96,0.25,0.4,84,0.25,0.65,24.5,8.253787009609589,0.0
24.0,96,0.25,0.4,85,0.25,0.65,10.75,4.596194077712559,0.0
24.0,96,0.25,0.4,86,0.25,0.65,2.1875,1.5811388300841898,0.0
24.0,96,0.25,0.4,87,0.25,0.65,85.3125,12.649110640673518,0.0
24.0,96,0.25,0.4,88,0.25,0.65,5.125,2.3048861143232218,0.0
24.0,96,0.25,0.4,89,0.25,0.65,40.25,9.263503656824453,0.0
24.0,96,0.25,0.4,90,0.25,0.65,11.4375,5.055937104039171,0.0
24.0,96,0.25,0.4,91,0.25,0.65,34.625,6.800735254367722,0.0
24.0,96,0.25,0.4,92,0.25,0.65,10.375,4.808846015417836,0.0
24.0,96,0.25,0.4,93,0.25,0.65,108.8125,15.572411502397436,0.0
24.0,96,0.25,0.4,94,0.25,0.65,7.6875,3.816084380618437,0.0
24.0,96,0.25,0.4,95,0.25,0.65,193.0625,16.97056274847714,0.0
24.0,96,0.25,0.4,96,0.25,0.65,54.0625,12.572290960680158,0.0
24.0,96,0.25,0.4,97,0.25,0.65,10.4375,4.7762432936357,0.0
24.0,96,0.25,0.4,98,0.25,0.65,8.0,3.5794552658190883,0.0
24.0,96,0.25,0.4,99,0.25,0.65,1.4375,1.118033988749895,0.0
24.0,96,0.25,0.4,100,0.25,0.65,26.0,5.942432162002357,0.0
24.0,96,0.25,0.4,101,0.25,0.65,157.125,14.2148689758295,0.0
24.0,96,0.25,0.4,102,0.25,0.65,130.8125,16.97056274847714,0.0
24.0,96,0.25,0.4,103,0.25,0.65,2.0625,1.2747548783981961,0.0
24.0,96,0.25,0.4,104,0.25,0.65,73.4375,14.495689014324224,0.0
24.0,96,0.25,0.4,105,0.25,0.65,25.3125,8.5,0.0
24.0,96,0.25,0.4,106,0.25,0.65,39.125,8.035079339994098,0.0
24.0,96,0.25,0.4,107,0.25,0.65,151.625,16.97056274847714,0.0
24.0,96,0.25,0.4,108,0.25,0.65,86.25,12.31107225224513,0.0
24.0,96,0.25,0.4,109,0.25,0.65,109.5625,12.165525060596439,0.0
24.0,96,0.25,0.4,110,0.25,0.65,13.0625,3.3541019662496847,0.0
24.0,96,0.25,0.4,111,0.25,0.65,41.5,8.050621094052309,0.0
24.0,96,0.25,0.4,112,0.25,0.65,2.25,1.2747548783981961,0.0
24.0,96,0.25,0.4,113,0.25,0.65,14.25,5.5901699437494745,0.0
24.0,96,0.25,0.4,114,0.25,0.65,22.5625,7.267220926874317,0.0
24.0,96,0.25,0.4,115,0.25,0.65,8.1875,3.3541019662496847,0.0
24.0,96,0.25,0.4,116,0.25,0.65,185.75,15.26843148460247,0.0
24.0,96,0.25,0.4,117,0.25,0.65,30.0625,7.504165509901817,0.0
24.0,96,0.25,0.4,118,0.25,0.65,103.5,14.562365879210699,0.0
24.0,96,0.25,0.4,119,0.25,0.65,58.0,14.724554322627222,0.0
24.0,96,0.25,0.4,120,0.25,0.65,45.6875,11.01135777277262,0.0
24.0,96,0.25,0.4,121,0.25,0.65,55.5,12.31107225224513,0.0
24.0,96,0.25,0.4,122,0.25,0.65,138.6875,16.97056274847714,1.0
24.0,96,0.25,0.4,123,0.25,0.65,122.8125,13.530059127734809,0.0
24.0,96,0.25,0.4,124,0.25,0.65,95.375,10.636023693091325,0.0
24.0,96,0.25,0.4,125,0.25,0.65,78.6875,11.510864433221338,0.0
24.0,96,0.25,0.4,126,0.25,0.65,33.1875,7.198090024443984,0.0
24.0,96,0.25,0.4,127,0.25,0.65,34.625,10.63014581273465,0.0
24.0,96,0.25,0.4,128,0.25,0.65,23.0,7.786205751198718,0.0
24.0,96,0.25,0.4,129,0.25,0.65,92.625,14.422205101855956,0.0
24.0,96,0.25,0.4,130,0.25,0.65,119.0,14.422205101855956,0.0
24.0,96,0.25,0.4,131,0.25,0.65,18.875,5.798706752371601,0.0
24.0,96,0.25,0.4,132,0.25,0.65,77.8125,15.20690632574555,0.0
24.0,96,0.25,0.4,133,0.25,0.65,109.0625,16.44878414959598,0.0
24.0,96,0.25,0.4,134,0.25,0.65,210.125,16.278820596099706,0.0
24.0,96,0.25,0.4,135,0.25,0.65,199.625,16.26729848499744,0.0
24.0,96,0.25,0.4,136,0.25,0.65,50.1875,13.098186897429736,0.0
24.0,96,0.25,0.4,137,0.25,0.65,7.25,3.952847075210474,0.0
24.0,96,0.25,0.4,138,0.25,0.65,108.25,16.44878414959598,0.0
24.0,96,0.25,0.4,139,0.25,0.65,57.75,13.647344063956181,0.0
24.0,96,0.25,0.4,140,0.25,0.65,155.875,16.62077013859466,0.0
24.0,96,0.25,0.4,141,0.25,0.65,5.625,2.2638462845343543,0.0
24.0,96,0.25,0.4,142,0.25,0.65,87.625,16.110943485718025,0.0
24.0,96,0.25,0.4,143,0.25,0.65,157.0,14.866068747318506,0.0
24.0,96,0.25,0.4,144,0.25,0.65,231.1875,14.851346740279146,0.0
24.0,96,0.25,0.4,145,0.25,0.65,27.625,5.129571132170798,0.0
24.0,96,0.25,0.4,146,0.25,0.65,203.0,15.076886283314602,1.0
24.0,96,0.25,0.4,147,0.25,0.65,126.625,15.305227865013967,0.0
24.0,96,0.25,0.4,148,0.25,0.65,24.8125,7.7176745202165655,0.0
24.0,96,0.25,0.4,149,0.25,0.65,10.3125,5.024937810560445,0.0
24.0,96,0.25,0.4,150,0.25,0.65,16.1875,6.823672031978091,0.0
24.0,96,0.25,0.4,151,0.25,0.65,105.5625,15.925608308632986,0.0
24.0,96,0.25,0.4,152,0.25,0.65,15.625,4.373213921133975,0.0
24.0,96,0.25,0.4,153,0.25,0.65,110.875,13.439680055715613,0.0
24.0,96,0.25,0.4,154,0.25,0.65,8.0,2.7950849718747373,0.0
24.0,96,0.25,0.4,155,0.25,0.65,28.125,6.45174395028197,0.0
24.0,96,0.25,0.4,156,0.25,0.65,207.8125,16.97056274847714,0.0
24.0,96,0.25,0.4,157,0.25,0.65,140.625,16.97056274847714,0.0
24.0,96,0.25,0.4,158,0.25,0.65,33.0,10.52675163571365,0.0
24.0,96,0.25,0.4,159,0.25,0.65,136.4375,16.62077013859466,0.0
24.0,96,0.25,0.4,160,0.25,0.65,73.6875,13.0,0.0
24.0,96,0.25,0.4,161,0.25,0.65,1.9375,1.8027756377319946,0.0
24.0,96,0.25,0.4,162,0.25,0.65,21.8125,5.006246098625197,0.0
24.0,96,0.25,0.4,163,0.25,0.65,5.75,2.358495283014151,0.0
24.0,96,0.25,0.4,164,0.25,0.65,142.625,16.97056274847714,0.0
24.0,96,0.25,0.4,165,0.25,0.65,131.1875,15.429274124209472,0.0
24.0,96,0.25,0.4,166,0.25,0.65,1.0,0.7905694150420949,0.0
24.0,96,0.25,0.4,167,0.25,0.65,110.875,14.100088652203574,0.0
24.0,96,0.25,0.4,168,0.25,0.65,194.625,15.429274124209472,1.0
24.0,96,0.25,0.4,169,0.25,0.65,25.4375,7.0400639201643616,0.0
24.0,96,0.25,0.4,170,0.25,0.65,108.3125,16.794716431068434,0.0
24.0,96,0.25,0.4,171,0.25,0.65,126.875,12.905909499140307,1.0
24.0,96,0.25,0.4,172,0.25,0.65,1.9375,1.5811388300841898,0.0
24.0,96,0.25,0.4,173,0.25,0.65,34.8125,11.096170510586074,0.0
24.0,96,0.25,0.4,174,0.25,0.65,8.3125,3.605551275463989,0.0
24.0,96,0.25,0.4,175,0.25,0.65,21.75,6.25,0.0
24.0,96,0.25,0.4,176,0.25,0.65,9.1875,5.522680508593631,0.0
24.0,96,0.25,0.4,177,0.25,0.65,38.5625,10.213349107907748,0.0
24.0,96,0.25,0.4,178,0.25,0.65,44.125,8.459462157844316,0.0
24.0,96,0.25,0.4,179,0.25,0.65,11.3125,3.25,0.0
24.0,96,0.25,0.4,180,0.25,0.65,1.375,1.25,0.0
24.0,96,0.25,0.4,181,0.25,0.65,22.6875,8.325412902673357,0.0
24.0,96,0.25,0.4,182,0.25,0.65,16.5625,5.7118298293979315,0.0
24.0,96,0.25,0.4,183,0.25,0.65,67.3125,11.95041840271712,0.0
24.0,96,0.25,0.4,184,0.25,0.65,41.9375,12.20911544707478,0.0
24.0,96,0.25,0.4,185,0.25,0.65,109.4375,12.905909499140307,0.0
24.0,96,0.25,0.4,186,0.25,0.65,243.1875,16.794716431068434,0.0
24.0,96,0.25,0.4,187,0.25,0.65,4.9375,2.1360009363293826,0.0
24.0,96,0.25,0.4,188,0.25,0.65,44.375,12.649110640673518,0.0
24.0,96,0.25,0.4,189,0.25,0.65,160.5,14.650085323983612,0.0
24.0,96,0.25,0.4,190,0.25,0.65,13.0625,5.297405025104273,0.0
24.0,96,0.25,0.4,191,0.25,0.65,18.25,9.013878188659973,0.0
24.0,96,0.25,0.4,192,0.25,0.65,225.3125,16.44878414959598,0.0
24.0,96,0.25,0.4,193,0.25,0.65,154.25,16.794716431068434,0.0
24.0,96,0.25,0.4,194,0.25,0.65,31.25,6.149186938124422,0.0
24.0,96,0.25,0.4,195,0.25,0.65,124.875,12.36931687685298,0.0
24.0,96,0.25,0.4,196,0.25,0.65,25.625,12.298373876248844,0.0
24.0,96,0.25,0.4,197,0.25,0.65,16.375,8.634958019585271,0.0
24.0,96,0.25,0.4,198,0.25,0.65,3.0625,1.9039432764659772,0.0
24.0,96,0.25,0.4,199,0.25,0.65,56.875,13.098186897429736,0.0
24.0,96,0.25,0.4,200,0.25,0.65,125.1875,14.150971698084906,0.0
24.0,96,0.25,0.4,201,0.25,0.65,34.375,8.54400374531753,0.0
24.0,96,0.25,0.4,202,0.25,0.65,25.5625,8.514693182963201,0.0
24.0,96,0.25,0.4,203,0.25,0.65,5.375,2.3048861143232218,0.0
24.0,96,0.25,0.4,204,0.25,0.65,42.9375,10.29866496202299,0.0
24.0,96,0.25,0.4,205,0.25,0.65,18.1875,4.47213595499958,0.0
24.0,96,0.25,0.4,206,0.25,0.65,78.625,14.422205101855956,0.0
24.0,96,0.25,0.4,207,0.25,0.65,89.0625,13.530059127734809,0.0
24.0,96,0.25,0.4,208,0.25,0.65,74.0,14.320003491619685,0.0
24.0,96,0.25,0.4,209,0.25,0.65,149.9375,16.62077013859466,0.0
24.0,96,0.25,0.4,210,0.25,0.65,17.375,6.020797289396148,0.0
24.0,96,0.25,0.4,211,0.25,0.65,137.25,16.97056274847714,0.0
24.0,96,0.25,0.4,212,0.25,0.65,5.625,2.0615528128088303,0.0
24.0,96,0.25,0.4,213,0.25,0.65,26.75,7.810249675906654,0.0
24.0,96,0.25,0.4,214,0.25,0.65,84.875,15.0,0.0
24.0,96,0.25,0.4,215,0.25,0.65,55.5,8.678277478854891,0.0
24.0,96,0.25,0.4,216,0.25,0.65,5.9375,3.2596012026013246,0.0
24.0,96,0.25,0.4,217,0.25,0.65,172.5,16.97056274847714,0.0
24.0,96,0.25,0.4,218,0.25,0.65,89.3125,12.96630247988994,0.0
24.0,96,0.25,0.4,219,0.25,0.65,64.0,10.502975768800002,0.0
24.0,96,0.25,0.4,220,0.25,0.65,65.25,12.432316759156356,0.0
24.0,96,0.25,0.4,221,0.25,0.65,133.1875,16.97056274847714,0.0
24.0,96,0.25,0.4,222,0.25,0.65,5.1875,3.7165171868296265,0.0
24.0,96,0.25,0.4,223,0.25,0.65,191.8125,16.26729848499744,1.0
24.0,96,0.25,0.4,224,0.25,0.65,14.125,6.0878978309429606,0.0
24.0,96,0.25,0.4,225,0.25,0.65,38.5625,9.737171047075224,0.0
24.0,96,0.25,0.4,226,0.25,0.65,12.5625,5.297405025104273,0.0
24.0,96,0.25,0.4,227,0.25,0.65,222.1875,15.78171410208663,1.0
24.0,96,0.25,0.4,228,0.25,0.65,21.625,4.716990566028302,0.0
24.0,96,0.25,0.4,229,0.25,0.65,33.375,9.503288904374106,0.0
24.0,96,0.25,0.4,230,0.25,0.65,190.125,16.97056274847714,1.0
24.0,96,0.25,0.4,231,0.25,0.65,29.0,7.945124291035352,0.0
24.0,96,0.25,0.4,232,0.25,0.65,6.0625,2.9261749776799064,0.0
24.0,96,0.25,0.4,233,0.25,0.65,0.9375,0.75,0.0
24.0,96,0.25,0.4,234,0.25,0.65,97.75,15.461646096066227,0.0
24.0,96,0.25,0.4,235,0.25,0.65,97.5,13.867678248358663,0.0
24.0,96,0.25,0.4,236,0.25,0.65,14.6875,5.942432162002357,0.0
24.0,96,0.25,0.4,237,0.25,0.65,1.25,1.25,0.0
24.0,96,0.25,0.4,238,0.25,0.65,16.75,5.50567888638631,0.0
24.0,96,0.25,0.4,239,0.25,0.65,26.3125,9.168560410446124,0.0
24.0,96,0.25,0.4,240,0.25,0.65,40.0625,9.852030247619016,0.0
24.0,96,0.25,0.4,241,0.25,0.65,112.5,13.647344063956181,0.0
24.0,96,0.25,0.4,242,0.25,0.65,76.375,14.564511663629508,0.0
24.0,96,0.25,0.4,243,0.25,0.65,95.8125,16.97056274847714,0.0
24.0,96,0.25,0.4,244,0.25,0.65,66.6875,12.730377056474016,0.0
24.0,96,0.25,0.4,245,0.25,0.65,15.8125,5.755432216610669,0.0
24.0,96,0.25,0.4,246,0.25,0.65,5.5,4.562071897723665,0.0
24.0,96,0.25,0.4,247,0.25,0.65,8.5625,3.092329219213245,0.0
24.0,96,0.25,0.4,248,0.25,0.65,66.125,12.641696879770532,0.0
24.0,96,0.25,0.4,249,0.25,0.65,39.0625,9.334077351297235,0.0
24.0,96,0.25,0.4,250,0.25,0.65,9.1875,4.949747468305833,0.0
24.0,96,0.25,0.4,251,0.25,0.65,5.0,2.3048861143232218,0.0
24.0,96,0.25,0.4,252,0.25,0.65,4.6875,3.473110997362451,0.0
24.0,96,0.25,0.4,253,0.25,0.65,15.5,4.802343178074636,0.0
24.0,96,0.25,0.4,254,0.25,0.65,123.875,13.704470073665746,0.0
24.0,96,0.25,0.4,255,0.25,0.65,16.6875,5.153882032022076,0.0
24.0,96,0.25,0.4,256,0.25,0.65,5.8125,2.0155644370746373,0.0
24.0,96,0.25,0.4,257,0.25,0.65,46.125,7.5374067158406675,0.0
24.0,96,0.25,0.4,258,0.25,0.65,60.375,9.604686356149273,0.0
24.0,96,0.25,0.4,259,0.25,0.65,7.75,3.5794552658190883,0.0
24.0,96,0.25,0.4,260,0.25,0.65,29.25,8.050621094052309,0.0
24.0,96,0.25,0.4,261,0.25,0.65,11.375,4.366062299143245,0.0
24.0,96,0.25,0.4,262,0.25,0.65,12.375,5.25594901040716,0.0
24.0,96,0.25,0.4,263,0.25,0.65,152.1875,16.97056274847714,0.0
24.0,96,0.25,0.4,264,0.25,0.65,2.0,1.6770509831248424,0.0
24.0,96,0.25,0.4,265,0.25,0.65,7.5625,4.562071897723665,0.0
24.0,96,0.25,0.4,266,0.25,0.65,24.0,6.642665127793212,0.0
24.0,96,0.25,0.4,267,0.25,0.65,4.4375,2.462214450449026,0.0
24.0,96,0.25,0.4,268,0.25,0.65,5.3125,2.0615528128088303,0.0
24.0,96,0.25,0.4,269,0.25,0.65,234.125,14.285044627161653,1.0
24.0,96,0.25,0.4,270,0.25,0.65,69.25,14.212670403551895,0.0
24.0,96,0.25,0.4,271,0.25,0.65,79.875,12.816005617976296,0.0
24.0,96,0.25,0.4,272,0.25,0.65,1.5,1.118033988749895,0.0
24.0,96,0.25,0.4,273,0.25,0.65,38.3125,11.760633486339076,0.0
24.0,96,0.25,0.4,274,0.25,0.65,151.25,15.620499351813308,0.0
24.0,96,0.25,0.4,275,0.25,0.65,95.75,15.15132007450176,0.0
24.0,96,0.25,0.4,276,0.25,0.65,143.25,15.945218719101975,0.0
24.0,96,0.25,0.4,277,0.25,0.65,159.75,15.0,0.0
24.0,96,0.25,0.4,278,0.25,0.65,30.6875,9.370832406995657,0.0
24.0,96,0.25,0.4,279,0.25,0.65,205.0625,16.97056274847714,0.0
24.0,96,0.25,0.4,280,0.25,0.65,31.125,9.003471552684553,0.0
24.0,96,0.25,0.4,281,0.25,0.65,45.8125,11.876973520219703,0.0
24.0,96,0.25,0.4,282,0.25,0.65,5.375,2.5,0.0
24.0,96,0.25,0.4,283,0.25,0.65,28.625,7.830229881682913,0.0
24.0,96,0.25,0.4,284,0.25,0.65,85.0,8.951256894984079,0.0
24.0,96,0.25,0.4,285,0.25,0.65,128.4375,14.851346740279146,0.0
24.0,96,0.25,0.4,286,0.25,0.65,161.8125,13.647344063956181,0.0
24.0,96,0.25,0.4,287,0.25,0.65,8.25,3.3541019662496847,0.0
24.0,96,0.25,0.4,288,0.25,0.65,150.625,16.44878414959598,1.0
24.0,96,0.25,0.4,289,0.25,0.65,11.0,3.5794552658190883,0.0
24.0,96,0.25,0.4,290,0.25,0.65,85.875,13.383758814324173,0.0
24.0,96,0.25,0.4,291,0.25,0.65,13.3125,6.149186938124422,0.0
24.0,96,0.25,0.4,292,0.25,0.65,20.6875,6.878408246098802,0.0
24.0,96,0.25,0.4,293,0.25,0.65,8.4375,5.153882032022076,0.0
24.0,96,0.25,0.4,294,0.25,0.65,63.125,8.54400374531753,0.0
24.0,96,0.25,0.4,295,0.25,0.65,16.4375,6.174544517614234,0.0
24.0,96,0.25,0.4,296,0.25,0.65,21.5625,8.26513762740827,0.0
24.0,96,0.25,0.4,297,0.25,0.65,87.4375,12.747548783981962,0.0
24.0,96,0.25,0.4,298,0.25,0.65,128.4375,13.729530217745982,0.0
24.0,96,0.25,0.4,299,0.25,0.65,130.25,14.705441169852742,0.0
24.0,96,0.25,0.2,0,0.25,0.45,102.5625,12.905909499140307,0.0
24.0,96,0.25,0.2,1,0.25,0.45,182.6875,13.455946640797888,0.0
24.0,96,0.25,0.2,2,0.25,0.45,7.0625,3.0516389039334255,0.0
24.0,96,0.25,0.2,3,0.25,0.45,83.9375,14.150971698084906,0.0
24.0,96,0.25,0.2,4,0.25,0.45,165.125,16.794716431068434,0.0
24.0,96,0.25,0.2,5,0.25,0.45,6.125,3.0413812651491097,0.0
24.0,96,0.25,0.2,6,0.25,0.45,7.75,4.315669125408017,0.0
24.0,96,0.25,0.2,7,0.25,0.45,223.625,15.945218719101975,1.0
24.0,96,0.25,0.2,8,0.25,0.45,87.5,14.534441853748634,0.0
24.0,96,0.25,0.2,9,0.25,0.45,14.375,4.8541219597369,0.0
24.0,96,0.25,0.2,10,0.25,0.45,287.3125,16.97056274847714,1.0
24.0,96,0.25,0.2,11,0.25,0.45,189.0625,16.97056274847714,1.0
24.0,96,0.25,0.2,12,0.25,0.45,236.9375,16.110943485718025,1.0
24.0,96,0.25,0.2,13,0.25,0.45,3.0,1.6007810593582121,0.0
24.0,96,0.25,0.2,14,0.25,0.45,3.1875,1.8027756377319946,0.0
24.0,96,0.25,0.2,15,0.25,0.45,13.1875,6.604922406811453,0.0
24.0,96,0.25,0.2,16,0.25,0.45,237.3125,16.97056274847714,1.0
24.0,96,0.25,0.2,17,0.25,0.45,227.375,16.97056274847714,0.0
24.0,96,0.25,0.2,18,0.25,0.45,213.875,15.620499351813308,0.0
24.0,96,0.25,0.2,19,0.25,0.45,224.875,16.44878414959598,0.0
24.0,96,0.25,0.2,20,0.25,0.45,171.25,16.97056274847714,0.0
24.0,96,0.25,0.2,21,0.25,0.45,82.875,12.816005617976296,0.0
24.0,96,0.25,0.2,22,0.25,0.45,188.8125,15.78171410208663,0.0
24.0,96,0.25,0.2,23,0.25,0.45,264.5,15.305227865013967,1.0
