L,N,dx,b,sample,delta,pin_height,area,radius,wrap
12.0,48,0.25,0.2,68,0.25,0.45,49.6875,7.652613932506983,0.0
12.0,48,0.25,0.2,69,0.25,0.45,75.1875,7.810249675906654,1.0
12.0,48,0.25,0.2,70,0.25,0.45,1.1875,1.0,0.0
12.0,48,0.25,0.2,71,0.25,0.45,37.1875,6.656763477847174,0.0
12.0,48,0.25,0.2,72,0.25,0.45,15.25,6.408002808988148,0.0
12.0,48,0.25,0.2,73,0.25,0.45,12.4375,4.924428900898052,0.0
12.0,48,0.25,0.2,74,0.25,0.45,34.0625,7.075485849042453,0.0
12.0,48,0.25,0.2,75,0.25,0.45,64.75,8.48528137423857,0.0
12.0,48,0.25,0.2,76,0.25,0.45,71.875,7.810249675906654,1.0
12.0,48,0.25,0.2,77,0.25,0.45,57.375,8.48528137423857,0.0
12.0,48,0.25,0.2,78,0.25,0.45,47.5,7.5,1.0
12.0,48,0.25,0.2,79,0.25,0.45,44.4375,6.082762530298219,0.0
12.0,48,0.25,0.2,80,0.25,0.45,3.0625,2.1505813167606567,0.0
12.0,48,0.25,0.2,81,0.25,0.45,81.8125,8.48528137423857,1.0
12.0,48,0.25,0.2,82,0.25,0.45,30.375,6.485560885536423,0.0
12.0,48,0.25,0.2,83,0.25,0.45,66.5,6.708203932499369,1.0
12.0,48,0.25,0.2,84,0.25,0.45,74.8125,8.48528137423857,1.0
12.0,48,0.25,0.2,85,0.25,0.45,39.1875,6.373774391990981,0.0
12.0,48,0.25,0.2,86,0.25,0.45,48.4375,8.48528137423857,1.0
12.0,48,0.25,0.2,87,0.25,0.45,90.1875,8.139410298049853,1.0
12.0,48,0.25,0.2,88,0.25,0.45,72.375,8.48528137423857,1.0
12.0,48,0.25,0.2,89,0.25,0.45,2.875,1.5206906325745548,0.0
12.0,48,0.25,0.2,90,0.25,0.45,39.125,7.810249675906654,0.0
12.0,48,0.25,0.2,91,0.25,0.45,54.875,7.810249675906654,1.0
12.0,48,0.25,0.2,92,0.25,0.45,5.3125,3.3634060117684275,0.0
12.0,48,0.25,0.2,93,0.25,0.45,51.5,7.352720584926371,1.0
12.0,48,0.25,0.2,94,0.25,0.45,1.375,1.25,0.0
12.0,48,0.25,0.2,95,0.25,0.45,2.5,1.4577379737113252,0.0
12.0,48,0.25,0.2,96,0.25,0.45,54.0,7.352720584926371,0.0
12.0,48,0.25,0.2,97,0.25,0.45,59.1875,8.48528137423857,1.0
12.0,48,0.25,0.2,98,0.25,0.45,46.5625,7.1501748230375455,0.0
12.0,48,0.25,0.2,99,0.25,0.45,59.75,7.652613932506983,1.0
12.0,48,0.25,0.2,100,0.25,0.45,70.25,8.48528137423857,0.0
12.0,48,0.25,0.2,101,0.25,0.45,20.6875,5.367727638395972,0.0
12.0,48,0.25,0.2,102,0.25,0.45,75.3125,8.48528137423857,1.0
12.0,48,0.25,0.2,103,0.25,0.45,69.125,8.48528137423857,0.0
12.0,48,0.25,0.2,104,0.25,0.45,13.9375,4.5069390943299865,0.0
12.0,48,0.25,0.2,105,0.25,0.45,2.75,2.0155644370746373,0.0
12.0,48,0.25,0.2,106,0.25,0.45,80.125,8.48528137423857,1.0
12.0,48,0.25,0.2,107,0.25,0.45,53.9375,7.5,1.0
12.0,48,0.25,0.2,108,0.25,0.45,59.25,8.31038506929733,0.0
12.0,48,0.25,0.2,109,0.25,0.45,68.625,7.6198753270640855,1.0
12.0,48,0.25,0.2,110,0.25,0.45,30.75,6.950719387228922,0.0
12.0,48,0.25,0.2,111,0.25,0.45,83.5625,8.48528137423857,1.0
12.0,48,0.25,0.2,112,0.25,0.45,23.0625,6.128825336065631,0.0
12.0,48,0.25,0.2,113,0.25,0.45,55.125,7.433034373659253,0.0
12.0,48,0.25,0.2,114,0.25,0.45,44.9375,7.106335201775948,0.0
12.0,48,0.25,0.2,115,0.25,0.45,3.125,2.0615528128088303,0.0
12.0,48,0.25,0.2,116,0.25,0.45,25.75,6.5,0.0
12.0,48,0.25,0.2,117,0.25,0.45,60.1875,8.48528137423857,1.0
12.0,48,0.25,0.2,118,0.25,0.45,57.0625,7.810249675906654,1.0
12.0,48,0.25,0.2,119,0.25,0.45,73.8125,7.9726093595509875,1.0
12.0,48,0.25,0.2,120,0.25,0.45,35.0625,6.408002808988148,0.0
12.0,48,0.25,0.2,121,0.25,0.45,2.625,1.4577379737113252,0.0
12.0,48,0.25,0.2,122,0.25,0.45,54.8125,7.1501748230375455,0.0
12.0,48,0.25,0.2,123,0.25,0.45,41.1875,6.324555320336759,0.0
12.0,48,0.25,0.2,124,0.25,0.45,41.0,6.914658342969665,0.0
12.0,48,0.25,0.2,125,0.25,0.45,77.6875,8.139410298049853,1.0
12.0,48,0.25,0.2,126,0.25,0.45,1.0,0.9013878188659973,0.0
12.0,48,0.25,0.2,127,0.25,0.45,57.5625,8.31038506929733,0.0
12.0,48,0.25,0.2,128,0.25,0.45,64.0625,7.211102550927978,0.0
12.0,48,0.25,0.2,129,0.25,0.45,75.0625,8.48528137423857,1.0
12.0,48,0.25,0.2,130,0.25,0.45,1.3125,1.0606601717798212,0.0
12.0,48,0.25,0.2,131,0.25,0.45,20.5625,7.352720584926371,0.0
12.0,48,0.25,0.2,132,0.25,0.45,79.0625,7.810249675906654,1.0
12.0,48,0.25,0.2,133,0.25,0.45,39.4375,6.823672031978091,0.0
12.0,48,0.25,0.2,134,0.25,0.45,23.4375,6.946221994724902,0.0
12.0,48,0.25,0.2,135,0.25,0.45,49.1875,7.9726093595509875,0.0
12.0,48,0.25,0.2,136,0.25,0.45,56.1875,8.48528137423857,0.0
12.0,48,0.25,0.2,137,0.25,0.45,16.3125,5.25594901040716,0.0
12.0,48,0.25,0.2,138,0.25,0.45,64.8125,7.6198753270640855,1.0
12.0,48,0.25,0.2,139,0.25,0.45,63.0625,8.139410298049853,0.0
12.0,48,0.25,0.2,140,0.25,0.45,38.9375,8.139410298049853,0.0
12.0,48,0.25,0.2,141,0.25,0.45,18.3125,5.460082416960389,0.0
12.0,48,0.25,0.2,142,0.25,0.45,2.1875,1.6770509831248424,0.0
12.0,48,0.25,0.2,143,0.25,0.45,28.625,8.31038506929733,0.0
12.0,48,0.25,0.2,144,0.25,0.45,51.9375,7.9726093595509875,1.0
12.0,48,0.25,0.2,145,0.25,0.45,70.9375,8.31038506929733,1.0
12.0,48,0.25,0.2,146,0.25,0.45,59.125,8.48528137423857,0.0
12.0,48,0.25,0.2,147,0.25,0.45,69.8125,8.31038506929733,0.0
12.0,48,0.25,0.2,148,0.25,0.45,46.875,6.864765108872991,1.0
12.0,48,0.25,0.2,149,0.25,0.45,47.5,8.48528137423857,0.0
12.0,48,0.25,0.2,150,0.25,0.45,73.4375,8.139410298049853,1.0
12.0,48,0.25,0.2,151,0.25,0.45,50.875,7.352720584926371,1.0
12.0,48,0.25,0.2,152,0.25,0.45,55.0625,7.810249675906654,1.0
12.0,48,0.25,0.2,153,0.25,0.45,80.125,8.48528137423857,1.0
12.0,48,0.25,0.2,154,0.25,0.45,44.125,7.810249675906654,0.0
12.0,48,0.25,0.2,155,0.25,0.45,65.6875,8.48528137423857,0.0
12.0,48,0.25,0.2,156,0.25,0.45,77.8125,7.810249675906654,1.0
12.0,48,0.25,0.2,157,0.25,0.45,67.5625,7.211102550927978,1.0
12.0,48,0.25,0.2,158,0.25,0.45,26.875,7.9726093595509875,0.0
12.0,48,0.25,0.2,159,0.25,0.45,88.1875,8.48528137423857,1.0
12.0,48,0.25,0.2,160,0.25,0.45,35.5,7.5,0.0
12.0,48,0.25,0.2,161,0.25,0.45,80.125,8.48528137423857,1.0
12.0,48,0.25,0.2,162,0.25,0.45,34.8125,7.075485849042453,0.0
12.0,48,0.25,0.2,163,0.25,0.45,89.4375,8.48528137423857,1.0
12.0,48,0.25,0.2,164,0.25,0.45,52.4375,7.075485849042453,0.0
12.0,48,0.25,0.2,165,0.25,0.45,68.6875,7.9726093595509875,0.0
12.0,48,0.25,0.2,166,0.25,0.45,68.75,7.9726093595509875,0.0
12.0,48,0.25,0.2,167,0.25,0.45,60.5625,7.9726093595509875,0.0
12.0,48,0.25,0.2,168,0.25,0.45,37.4375,7.652613932506983,0.0
12.0,48,0.25,0.2,169,0.25,0.45,67.75,8.48528137423857,1.0
12.0,48,0.25,0.2,170,0.25,0.45,2.0625,1.118033988749895,0.0
12.0,48,0.25,0.2,171,0.25,0.45,55.0,8.48528137423857,0.0
12.0,48,0.25,0.2,172,0.25,0.45,57.75,7.9726093595509875,1.0
12.0,48,0.25,0.2,173,0.25,0.45,10.25,3.783186487605389,0.0
12.0,48,0.25,0.2,174,0.25,0.45,73.3125,8.48528137423857,1.0
12.0,48,0.25,0.2,175,0.25,0.45,60.9375,8.48528137423857,0.0
12.0,48,0.25,0.2,176,0.25,0.45,48.0625,7.810249675906654,0.0
12.0,48,0.25,0.2,177,0.25,0.45,65.5,8.31038506929733,1.0
12.0,48,0.25,0.2,178,0.25,0.45,69.25,8.48528137423857,0.0
12.0,48,0.25,0.2,179,0.25,0.45,71.9375,7.9726093595509875,1.0
12.0,48,0.25,0.2,180,0.25,0.45,57.4375,8.48528137423857,1.0
12.0,48,0.25,0.2,181,0.25,0.45,62.75,7.810249675906654,1.0
12.0,48,0.25,0.2,182,0.25,0.45,47.625,8.48528137423857,0.0
12.0,48,0.25,0.2,183,0.25,0.45,14.75,4.366062299143245,0.0
12.0,48,0.25,0.2,184,0.25,0.45,72.5625,8.48528137423857,1.0
12.0,48,0.25,0.2,185,0.25,0.45,65.5,8.31038506929733,1.0
12.0,48,0.25,0.2,186,0.25,0.45,2.5625,1.8200274723201295,0.0
12.0,48,0.25,0.2,187,0.25,0.45,62.8125,8.48528137423857,1.0
12.0,48,0.25,0.2,188,0.25,0.45,59.4375,8.48528137423857,1.0
12.0,48,0.25,0.2,189,0.25,0.45,53.6875,7.652613932506983,1.0
12.0,48,0.25,0.2,190,0.25,0.45,65.5,7.9726093595509875,0.0
12.0,48,0.25,0.2,191,0.25,0.45,6.8125,2.6100766272276377,0.0
12.0,48,0.25,0.2,192,0.25,0.45,71.125,8.31038506929733,1.0
12.0,48,0.25,0.2,193,0.25,0.45,57.6875,6.600189391222043,1.0
12.0,48,0.25,0.2,194,0.25,0.45,30.1875,8.139410298049853,0.0
12.0,48,0.25,0.2,195,0.25,0.45,61.375,8.48528137423857,1.0
12.0,48,0.25,0.2,196,0.25,0.45,48.9375,7.652613932506983,0.0
12.0,48,0.25,0.2,197,0.25,0.45,19.75,5.830951894845301,0.0
12.0,48,0.25,0.2,198,0.25,0.45,65.875,8.31038506929733,1.0
12.0,48,0.25,0.2,199,0.25,0.45,80.0,7.810249675906654,1.0
12.0,48,0.25,0.2,200,0.25,0.45,63.5,8.48528137423857,1.0
12.0,48,0.25,0.2,201,0.25,0.45,56.5625,7.5,0.0
12.0,48,0.25,0.2,202,0.25,0.45,79.3125,8.48528137423857,1.0
12.0,48,0.25,0.2,203,0.25,0.45,69.875,8.48528137423857,0.0
12.0,48,0.25,0.2,204,0.25,0.45,66.125,8.48528137423857,0.0
12.0,48,0.25,0.2,205,0.25,0.45,74.75,8.48528137423857,1.0
12.0,48,0.25,0.2,206,0.25,0.45,86.0625,8.48528137423857,1.0
12.0,48,0.25,0.2,207,0.25,0.45,38.0,6.600189391222043,1.0
12.0,48,0.25,0.2,208,0.25,0.45,79.375,8.48528137423857,1.0
12.0,48,0.25,0.2,209,0.25,0.45,36.5625,8.48528137423857,1.0
12.0,48,0.25,0.2,210,0.25,0.45,2.25,1.5811388300841898,0.0
12.0,48,0.25,0.2,211,0.25,0.45,60.125,8.48528137423857,0.0
12.0,48,0.25,0.2,212,0.25,0.45,58.75,8.139410298049853,1.0
12.0,48,0.25,0.2,213,0.25,0.45,58.25,8.48528137423857,0.0
12.0,48,0.25,0.2,214,0.25,0.45,63.0625,7.652613932506983,1.0
12.0,48,0.25,0.2,215,0.25,0.45,25.9375,7.6198753270640855,0.0
12.0,48,0.25,0.2,216,0.25,0.45,67.8125,8.139410298049853,1.0
12.0,48,0.25,0.2,217,0.25,0.45,22.625,6.082762530298219,0.0
12.0,48,0.25,0.2,218,0.25,0.45,5.125,3.092329219213245,0.0
12.0,48,0.25,0.2,219,0.25,0.45,65.1875,8.48528137423857,0.0
12.0,48,0.25,0.2,220,0.25,0.45,14.25,6.604922406811453,0.0
12.0,48,0.25,0.2,221,0.25,0.45,48.8125,8.31038506929733,0.0
12.0,48,0.25,0.2,222,0.25,0.45,59.4375,6.708203932499369,1.0
12.0,48,0.25,0.2,223,0.25,0.45,1.0625,1.0307764064044151,0.0
12.0,48,0.25,0.2,224,0.25,0.45,95.4375,8.48528137423857,1.0
12.0,48,0.25,0.2,225,0.25,0.45,72.8125,8.139410298049853,1.0
12.0,48,0.25,0.2,226,0.25,0.45,64.3125,8.31038506929733,1.0
12.0,48,0.25,0.2,227,0.25,0.45,73.4375,7.6198753270640855,1.0
12.0,48,0.25,0.2,228,0.25,0.45,34.875,7.652613932506983,0.0
12.0,48,0.25,0.2,229,0.25,0.45,47.4375,8.48528137423857,0.0
12.0,48,0.25,0.2,230,0.25,0.45,10.5,5.153882032022076,0.0
12.0,48,0.25,0.2,231,0.25,0.45,44.875,7.5,0.0
12.0,48,0.25,0.2,232,0.25,0.45,80.875,8.48528137423857,1.0
12.0,48,0.25,0.2,233,0.25,0.45,22.75,6.600189391222043,0.0
12.0,48,0.25,0.2,234,0.25,0.45,61.375,8.48528137423857,1.0
12.0,48,0.25,0.2,235,0.25,0.45,67.75,8.48528137423857,1.0
12.0,48,0.25,0.2,236,0.25,0.45,93.875,7.9726093595509875,1.0
12.0,48,0.25,0.2,237,0.25,0.45,65.9375,7.810249675906654,1.0
12.0,48,0.25,0.2,238,0.25,0.45,65.5,8.48528137423857,0.0
12.0,48,0.25,0.2,239,0.25,0.45,45.1875,8.139410298049853,1.0
12.0,48,0.25,0.2,240,0.25,0.45,10.875,5.303300858899107,0.0
12.0,48,0.25,0.2,241,0.25,0.45,19.9375,6.946221994724902,0.0
12.0,48,0.25,0.2,242,0.25,0.45,73.0625,8.139410298049853,1.0
12.0,48,0.25,0.2,243,0.25,0.45,3.5625,2.1505813167606567,0.0
12.0,48,0.25,0.2,244,0.25,0.45,64.5625,8.139410298049853,1.0
12.0,48,0.25,0.2,245,0.25,0.45,3.1875,2.0615528128088303,0.0
12.0,48,0.25,0.2,246,0.25,0.45,45.625,8.48528137423857,0.0
12.0,48,0.25,0.2,247,0.25,0.45,26.1875,7.075485849042453,0.0
12.0,48,0.25,0.2,248,0.25,0.45,78.375,8.48528137423857,1.0
12.0,48,0.25,0.2,249,0.25,0.45,56.5,8.48528137423857,1.0
12.0,48,0.25,0.2,250,0.25,0.45,25.125,7.1501748230375455,0.0
12.0,48,0.25,0.2,251,0.25,0.45,71.0625,7.9726093595509875,1.0
12.0,48,0.25,0.2,252,0.25,0.45,54.0625,7.810249675906654,0.0
12.0,48,0.25,0.2,253,0.25,0.45,75.5625,8.48528137423857,1.0
12.0,48,0.25,0.2,254,0.25,0.45,40.125,7.075485849042453,1.0
12.0,48,0.25,0.2,255,0.25,0.45,1.6875,1.4577379737113252,0.0
12.0,48,0.25,0.2,256,0.25,0.45,62.375,8.48528137423857,1.0
12.0,48,0.25,0.2,257,0.25,0.45,37.1875,6.823672031978091,1.0
12.0,48,0.25,0.2,258,0.25,0.45,70.625,7.433034373659253,1.0
12.0,48,0.25,0.2,259,0.25,0.45,68.75,7.211102550927978,0.0
12.0,48,0.25,0.2,260,0.25,0.45,12.5,5.522680508593631,0.0
12.0,48,0.25,0.2,261,0.25,0.45,23.6875,6.864765108872991,0.0
12.0,48,0.25,0.2,262,0.25,0.45,76.4375,8.31038506929733,1.0
12.0,48,0.25,0.2,263,0.25,0.45,39.1875,7.9726093595509875,0.0
12.0,48,0.25,0.2,264,0.25,0.45,28.1875,7.810249675906654,0.0
12.0,48,0.25,0.2,265,0.25,0.45,13.6875,5.006246098625197,0.0
12.0,48,0.25,0.2,266,0.25,0.45,52.875,8.139410298049853,1.0
12.0,48,0.25,0.2,267,0.25,0.45,41.125,8.139410298049853,1.0
12.0,48,0.25,0.2,268,0.25,0.45,74.1875,8.31038506929733,1.0
12.0,48,0.25,0.2,269,0.25,0.45,78.4375,8.48528137423857,1.0
12.0,48,0.25,0.2,270,0.25,0.45,67.4375,8.48528137423857,0.0
12.0,48,0.25,0.2,271,0.25,0.45,6.1875,2.7613402542968153,0.0
12.0,48,0.25,0.2,272,0.25,0.45,64.0,8.48528137423857,1.0
12.0,48,0.25,0.2,273,0.25,0.45,55.0625,8.31038506929733,1.0
12.0,48,0.25,0.2,274,0.25,0.45,30.875,8.48528137423857,0.0
12.0,48,0.25,0.2,275,0.25,0.45,15.5,7.810249675906654,0.0
12.0,48,0.25,0.2,276,0.25,0.45,68.0,8.31038506929733,1.0
12.0,48,0.25,0.2,277,0.25,0.45,62.75,7.433034373659253,1.0
12.0,48,0.25,0.2,278,0.25,0.45,40.625,7.9726093595509875,0.0
12.0,48,0.25,0.2,279,0.25,0.45,55.1875,8.139410298049853,0.0
12.0,48,0.25,0.2,280,0.25,0.45,55.0,7.5,0.0
12.0,48,0.25,0.2,281,0.25,0.45,70.75,8.31038506929733,1.0
12.0,48,0.25,0.2,282,0.25,0.45,60.6875,8.48528137423857,1.0
12.0,48,0.25,0.2,283,0.25,0.45,2.75,1.5206906325745548,0.0
12.0,48,0.25,0.2,284,0.25,0.45,1.6875,1.0307764064044151,0.0
12.0,48,0.25,0.2,285,0.25,0.45,66.9375,8.48528137423857,0.0
12.0,48,0.25,0.2,286,0.25,0.45,44.5625,7.106335201775948,1.0
12.0,48,0.25,0.2,287,0.25,0.45,69.3125,7.9726093595509875,1.0
12.0,48,0.25,0.2,288,0.25,0.45,36.375,6.128825336065631,0.0
12.0,48,0.25,0.2,289,0.25,0.45,72.8125,7.9726093595509875,0.0
12.0,48,0.25,0.2,290,0.25,0.45,51.1875,8.48528137423857,1.0
12.0,48,0.25,0.2,291,0.25,0.45,44.3125,8.48528137423857,0.0
12.0,48,0.25,0.2,292,0.25,0.45,70.1875,7.6198753270640855,1.0
12.0,48,0.25,0.2,293,0.25,0.45,50.8125,8.139410298049853,0.0
12.0,48,0.25,0.2,294,0.25,0.45,58.8125,7.5,1.0
12.0,48,0.25,0.2,295,0.25,0.45,44.625,7.075485849042453,1.0
12.0,48,0.25,0.2,296,0.25,0.45,28.0,5.706356105256663,0.0
12.0,48,0.25,0.2,297,0.25,0.45,64.375,8.48528137423857,1.0
12.0,48,0.25,0.2,298,0.25,0.45,69.6875,7.9726093595509875,1.0
12.0,48,0.25,0.2,299,0.25,0.45,29.875,6.600189391222043,1.0
24.0,96,0.25,1.2,0,0.25,1.45,1.8125,1.5206906325745548,0.0
24.0,96,0.25,1.2,1,0.25,1.45,13.5,7.198090024443984,0.0
24.0,96,0.25,1.2,2,0.25,1.45,13.625,5.7118298293979315,0.0
24.0,96,0.25,1.2,3,0.25,1.45,10.0,5.5901699437494745,0.0
24.0,96,0.25,1.2,4,0.25,1.45,3.375,2.0615528128088303,0.0
24.0,96,0.25,1.2,5,0.25,1.45,0.875,0.7905694150420949,0.0
24.0,96,0.25,1.2,6,0.25,1.45,2.9375,1.5811388300841898,0.0
24.0,96,0.25,1.2,7,0.25,1.45,6.75,3.3541019662496847,0.0
24.0,96,0.25,1.2,8,0.25,1.45,8.25,4.100304866714182,0.0
24.0,96,0.25,1.2,9,0.25,1.45,3.875,2.5495097567963922,0.0
24.0,96,0.25,1.2,10,0.25,1.45,2.0625,1.4577379737113252,0.0
24.0,96,0.25,1.2,11,0.25,1.45,6.8125,2.2638462845343543,0.0
24.0,96,0.25,1.2,12,0.25,1.45,7.375,2.5,0.0
24.0,96,0.25,1.2,13,0.25,1.45,10.6875,3.640054944640259,0.0
24.0,96,0.25,1.2,14,0.25,1.45,18.9375,5.408326913195984,0.0
24.0,96,0.25,1.2,15,0.25,1.45,10.9375,4.366062299143245,0.0
24.0,96,0.25,1.2,16,0.25,1.45,10.6875,6.519202405202649,0.0
24.0,96,0.25,1.2,17,0.25,1.45,24.875,9.762812094883317,0.0
24.0,96,0.25,1.2,18,0.25,1.45,1.75,1.118033988749895,0.0
24.0,96,0.25,1.2,19,0.25,1.45,4.3125,3.5089172119045497,0.0
24.0,96,0.25,1.2,20,0.25,1.45,2.375,1.6007810593582121,0.0
24.0,96,0.25,1.2,21,0.25,1.45,1.6875,1.6770509831248424,0.0
24.0,96,0.25,1.2,22,0.25,1.45,1.25,1.25,0.0
24.0,96,0.25,1.2,23,0.25,1.45,1.6875,1.118033988749895,0.0
24.0,96,0.25,1.2,24,0.25,1.45,17.8125,5.202163011671203,0.0
24.0,96,0.25,1.2,25,0.25,1.45,7.125,3.25,0.0
24.0,96,0.25,1.2,26,0.25,1.45,1.75,1.346291201783626,0.0
24.0,96,0.25,1.2,27,0.25,1.45,6.3125,3.473110997362451,0.0
24.0,96,0.25,1.2,28,0.25,1.45,2.3125,1.7677669529663689,0.0
24.0,96,0.25,1.2,29,0.25,1.45,11.25,6.051859218455102,0.0
24.0,96,0.25,1.2,30,0.25,1.45,8.3125,2.9154759474226504,0.0
24.0,96,0.25,1.2,31,0.25,1.45,10.5625,6.010407640085654,0.0
24.0,96,0.25,1.2,32,0.25,1.45,12.6875,3.5355339059327378,0.0
24.0,96,0.25,1.2,33,0.25,1.45,2.5625,1.6007810593582121,0.0
24.0,96,0.25,1.2,34,0.25,1.45,10.25,5.522680508593631,0.0
24.0,96,0.25,1.2,35,0.25,1.45,0.625,0.5590169943749475,0.0
24.0,96,0.25,1.2,36,0.25,1.45,10.125,3.5089172119045497,0.0
24.0,96,0.25,1.2,37,0.25,1.45,4.0,1.9039432764659772,0.0
24.0,96,0.25,1.2,38,0.25,1.45,5.8125,3.816084380618437,0.0
24.0,96,0.25,1.2,39,0.25,1.45,3.375,1.9525624189766635,0.0
24.0,96,0.25,1.2,40,0.25,1.45,11.25,4.031128874149275,0.0
24.0,96,0.25,1.2,41,0.25,1.45,17.75,6.946221994724902,0.0
24.0,96,0.25,1.2,42,0.25,1.45,8.625,4.366062299143245,0.0
24.0,96,0.25,1.2,43,0.25,1.45,4.5625,1.9039432764659772,0.0
24.0,96,0.25,1.2,44,0.25,1.45,30.3125,10.957303500405564,0.0
24.0,96,0.25,1.2,45,0.25,1.45,14.875,4.697073557013984,0.0
24.0,96,0.25,1.2,46,0.25,1.45,1.4375,1.118033988749895,0.0
24.0,96,0.25,1.2,47,0.25,1.45,6.0625,4.0697051490249265,0.0
24.0,96,0.25,1.2,48,0.25,1.45,2.5625,1.9039432764659772,0.0
24.0,96,0.25,1.2,49,0.25,1.45,8.875,4.16082924427331,0.0
24.0,96,0.25,1.2,50,0.25,1.45,17.125,9.222933372848358,0.0
24.0,96,0.25,1.2,51,0.25,1.45,4.875,2.5,0.0
24.0,96,0.25,1.2,52,0.25,1.45,3.875,3.5089172119045497,0.0
24.0,96,0.25,1.2,53,0.25,1.45,6.125,2.5124689052802225,0.0
24.0,96,0.25,1.2,54,0.25,1.45,9.8125,5.0990195135927845,0.0
24.0,96,0.25,1.2,55,0.25,1.45,2.75,2.0615528128088303,0.0
24.0,96,0.25,1.2,56,0.25,1.45,12.5625,4.6097722286464435,0.0
24.0,96,0.25,1.2,57,0.25,1.45,4.625,3.010398644698074,0.0
24.0,96,0.25,1.2,58,0.25,1.45,5.3125,3.092329219213245,0.0
24.0,96,0.25,1.2,59,0.25,1.45,1.1875,1.25,0.0
24.0,96,0.25,1.2,60,0.25,1.45,1.625,1.25,0.0
24.0,96,0.25,1.2,61,0.25,1.45,3.4375,2.7950849718747373,0.0
24.0,96,0.25,1.2,62,0.25,1.45,1.1875,0.7905694150420949,0.0
24.0,96,0.25,1.2,63,0.25,1.45,3.625,2.0155644370746373,0.0
24.0,96,0.25,1.2,64,0.25,1.45,2.875,2.0615528128088303,0.0
24.0,96,0.25,1.2,65,0.25,1.45,4.0625,2.3717082451262845,0.0
24.0,96,0.25,1.2,66,0.25,1.45,3.75,2.3717082451262845,0.0
24.0,96,0.25,1.2,67,0.25,1.45,1.0625,0.7905694150420949,0.0
24.0,96,0.25,1.2,68,0.25,1.45,17.0625,9.253377761660873,0.0
24.0,96,0.25,1.2,69,0.25,1.45,14.4375,6.914658342969665,0.0
24.0,96,0.25,1.2,70,0.25,1.45,1.875,1.346291201783626,0.0
24.0,96,0.25,1.2,71,0.25,1.45,0.875,0.75,0.0
24.0,96,0.25,1.2,72,0.25,1.45,20.25,6.294839156007086,0.0
24.0,96,0.25,1.2,73,0.25,1.45,1.5,1.346291201783626,0.0
24.0,96,0.25,1.2,74,0.25,1.45,1.9375,1.2747548783981961,0.0
24.0,96,0.25,1.2,75,0.25,1.45,1.9375,1.25,0.0
24.0,96,0.25,1.2,76,0.25,1.45,23.0,7.9726093595509875,0.0
24.0,96,0.25,1.2,77,0.25,1.45,2.9375,2.3048861143232218,0.0
24.0,96,0.25,1.2,78,0.25,1.45,3.375,2.23606797749979,0.0
24.0,96,0.25,1.2,79,0.25,1.45,8.1875,3.605551275463989,0.0
24.0,96,0.25,1.2,80,0.25,1.45,3.0,1.4577379737113252,0.0
24.0,96,0.25,1.2,81,0.25,1.45,24.125,9.370832406995657,0.0
24.0,96,0.25,1.2,82,0.25,1.45,3.6875,2.9261749776799064,0.0
24.0,96,0.25,1.2,83,0.25,1.45,9.4375,3.5355339059327378,0.0
24.0,96,0.25,1.2,84,0.25,1.45,2.0625,1.4577379737113252,0.0
24.0,96,0.25,1.2,85,0.25,1.45,0.8125,0.7071067811865476,0.0
24.0,96,0.25,1.2,86,0.25,1.45,0.8125,0.7905694150420949,0.0
24.0,96,0.25,1.2,87,0.25,1.45,7.3125,3.3541019662496847,0.0
24.0,96,0.25,1.2,88,0.25,1.45,3.625,3.010398644698074,0.0
24.0,96,0.25,1.2,89,0.25,1.45,16.125,5.482928049865327,0.0
24.0,96,0.25,1.2,90,0.25,1.45,1.5,1.0307764064044151,0.0
24.0,96,0.25,1.2,91,0.25,1.45,17.0625,6.051859218455102,0.0
24.0,96,0.25,1.2,92,0.25,1.45,5.625,2.9261749776799064,0.0
24.0,96,0.25,1.2,93,0.25,1.45,11.375,4.257346591481601,0.0
24.0,96,0.25,1.2,94,0.25,1.45,10.25,5.50567888638631,0.0
24.0,96,0.25,1.2,95,0.25,1.45,4.125,2.4748737341529163,0.0
24.0,96,0.25,1.2,96,0.25,1.45,10.375,5.031152949374527,0.0
24.0,96,0.25,1.2,97,0.25,1.45,9.0625,3.2596012026013246,0.0
24.0,96,0.25,1.2,98,0.25,1.45,7.5,4.828301978956992,0.0
24.0,96,0.25,1.2,99,0.25,1.45,10.8125,4.650268809434569,0.0
24.0,96,0.25,1.2,100,0.25,1.45,12.8125,3.952847075210474,0.0
24.0,96,0.25,1.2,101,0.25,1.45,4.875,2.75,0.0
24.0,96,0.25,1.2,102,0.25,1.45,3.6875,3.3354160160315836,0.0
24.0,96,0.25,1.2,103,0.25,1.45,7.9375,4.2793106921559225,0.0
24.0,96,0.25,1.2,104,0.25,1.45,8.3125,3.0413812651491097,0.0
24.0,96,0.25,1.2,105,0.25,1.45,4.3125,2.1360009363293826,0.0
24.0,96,0.25,1.2,106,0.25,1.45,2.25,1.8027756377319946,0.0
24.0,96,0.25,1.2,107,0.25,1.45,2.625,1.8200274723201295,0.0
24.0,96,0.25,1.2,108,0.25,1.45,2.5625,1.7677669529663689,0.0
24.0,96,0.25,1.2,109,0.25,1.45,3.9375,2.3048861143232218,0.0
24.0,96,0.25,1.2,110,0.25,1.45,3.75,1.9039432764659772,0.0
24.0,96,0.25,1.2,111,0.25,1.45,1.75,1.346291201783626,0.0
